t;x;theta
6.8039;6.8039;-4.42257
6.804;6.804;-4.42331
6.8041;6.8041;-4.42405
6.8042;6.8042;-4.42478
6.8043;6.8043;-4.42552
6.8044;6.8044;-4.42625
6.8045;6.8045;-4.42699
6.8046;6.8046;-4.42772
6.8047;6.8047;-4.42846
6.8048;6.8048;-4.42919
6.8049;6.8049;-4.42992
6.805;6.805;-4.43065
6.8051;6.8051;-4.43139
6.8052;6.8052;-4.43212
6.8053;6.8053;-4.43285
6.8054;6.8054;-4.43358
6.8055;6.8055;-4.43431
6.8056;6.8056;-4.43504
6.8057;6.8057;-4.43577
6.8058;6.8058;-4.4365
6.8059;6.8059;-4.43723
6.806;6.806;-4.43796
6.8061;6.8061;-4.43868
6.8062;6.8062;-4.43941
6.8063;6.8063;-4.44014
6.8064;6.8064;-4.44086
6.8065;6.8065;-4.44159
6.8066;6.8066;-4.44232
6.8067;6.8067;-4.44304
6.8068;6.8068;-4.44376
6.8069;6.8069;-4.44449
6.807;6.807;-4.44521
6.8071;6.8071;-4.44594
6.8072;6.8072;-4.44666
6.8073;6.8073;-4.44738
6.8074;6.8074;-4.4481
6.8075;6.8075;-4.44882
6.8076;6.8076;-4.44955
6.8077;6.8077;-4.45027
6.8078;6.8078;-4.45099
6.8079;6.8079;-4.45171
6.808;6.808;-4.45243
6.8081;6.8081;-4.45314
6.8082;6.8082;-4.45386
6.8083;6.8083;-4.45458
6.8084;6.8084;-4.4553
6.8085;6.8085;-4.45601
6.8086;6.8086;-4.45673
6.8087;6.8087;-4.45745
6.8088;6.8088;-4.45816
6.8089;6.8089;-4.45888
6.809;6.809;-4.45959
6.8091;6.8091;-4.46031
6.8092;6.8092;-4.46102
6.8093;6.8093;-4.46173
6.8094;6.8094;-4.46245
6.8095;6.8095;-4.46316
6.8096;6.8096;-4.46387
6.8097;6.8097;-4.46458
6.8098;6.8098;-4.4653
6.8099;6.8099;-4.46601
6.81;6.81;-4.46672
6.8101;6.8101;-4.46743
6.8102;6.8102;-4.46814
6.8103;6.8103;-4.46884
6.8104;6.8104;-4.46955
6.8105;6.8105;-4.47026
6.8106;6.8106;-4.47097
6.8107;6.8107;-4.47168
6.8108;6.8108;-4.47238
6.8109;6.8109;-4.47309
6.811;6.811;-4.4738
6.8111;6.8111;-4.4745
6.8112;6.8112;-4.47521
6.8113;6.8113;-4.47591
6.8114;6.8114;-4.47661
6.8115;6.8115;-4.47732
6.8116;6.8116;-4.47802
6.8117;6.8117;-4.47872
6.8118;6.8118;-4.47943
6.8119;6.8119;-4.48013
6.812;6.812;-4.48083
6.8121;6.8121;-4.48153
6.8122;6.8122;-4.48223
6.8123;6.8123;-4.48293
6.8124;6.8124;-4.48363
6.8125;6.8125;-4.48433
6.8126;6.8126;-4.48503
6.8127;6.8127;-4.48573
6.8128;6.8128;-4.48642
6.8129;6.8129;-4.48712
6.813;6.813;-4.48782
6.8131;6.8131;-4.48852
6.8132;6.8132;-4.48921
6.8133;6.8133;-4.48991
6.8134;6.8134;-4.4906
6.8135;6.8135;-4.4913
6.8136;6.8136;-4.49199
6.8137;6.8137;-4.49268
6.8138;6.8138;-4.49338
6.8139;6.8139;-4.49407
6.814;6.814;-4.49476
6.8141;6.8141;-4.49546
6.8142;6.8142;-4.49615
6.8143;6.8143;-4.49684
6.8144;6.8144;-4.49753
6.8145;6.8145;-4.49822
6.8146;6.8146;-4.49891
6.8147;6.8147;-4.4996
6.8148;6.8148;-4.50029
6.8149;6.8149;-4.50098
6.815;6.815;-4.50166
6.8151;6.8151;-4.50235
6.8152;6.8152;-4.50304
6.8153;6.8153;-4.50372
6.8154;6.8154;-4.50441
6.8155;6.8155;-4.5051
6.8156;6.8156;-4.50578
6.8157;6.8157;-4.50647
6.8158;6.8158;-4.50715
6.8159;6.8159;-4.50783
6.816;6.816;-4.50852
6.8161;6.8161;-4.5092
6.8162;6.8162;-4.50988
6.8163;6.8163;-4.51057
6.8164;6.8164;-4.51125
6.8165;6.8165;-4.51193
6.8166;6.8166;-4.51261
6.8167;6.8167;-4.51329
6.8168;6.8168;-4.51397
6.8169;6.8169;-4.51465
6.817;6.817;-4.51533
6.8171;6.8171;-4.51601
6.8172;6.8172;-4.51668
6.8173;6.8173;-4.51736
6.8174;6.8174;-4.51804
6.8175;6.8175;-4.51872
6.8176;6.8176;-4.51939
6.8177;6.8177;-4.52007
6.8178;6.8178;-4.52074
6.8179;6.8179;-4.52142
6.818;6.818;-4.52209
6.8181;6.8181;-4.52277
6.8182;6.8182;-4.52344
6.8183;6.8183;-4.52411
6.8184;6.8184;-4.52479
6.8185;6.8185;-4.52546
6.8186;6.8186;-4.52613
6.8187;6.8187;-4.5268
6.8188;6.8188;-4.52747
6.8189;6.8189;-4.52814
6.819;6.819;-4.52881
6.8191;6.8191;-4.52948
6.8192;6.8192;-4.53015
6.8193;6.8193;-4.53082
6.8194;6.8194;-4.53149
6.8195;6.8195;-4.53215
6.8196;6.8196;-4.53282
6.8197;6.8197;-4.53349
6.8198;6.8198;-4.53415
6.8199;6.8199;-4.53482
6.82;6.82;-4.53549
6.8201;6.8201;-4.53615
6.8202;6.8202;-4.53682
6.8203;6.8203;-4.53748
6.8204;6.8204;-4.53814
6.8205;6.8205;-4.53881
6.8206;6.8206;-4.53947
6.8207;6.8207;-4.54013
6.8208;6.8208;-4.54079
6.8209;6.8209;-4.54145
6.821;6.821;-4.54211
6.8211;6.8211;-4.54277
6.8212;6.8212;-4.54343
6.8213;6.8213;-4.54409
6.8214;6.8214;-4.54475
6.8215;6.8215;-4.54541
6.8216;6.8216;-4.54607
6.8217;6.8217;-4.54673
6.8218;6.8218;-4.54738
6.8219;6.8219;-4.54804
6.822;6.822;-4.5487
6.8221;6.8221;-4.54935
6.8222;6.8222;-4.55001
6.8223;6.8223;-4.55066
6.8224;6.8224;-4.55132
6.8225;6.8225;-4.55197
6.8226;6.8226;-4.55263
6.8227;6.8227;-4.55328
6.8228;6.8228;-4.55393
6.8229;6.8229;-4.55458
6.823;6.823;-4.55524
6.8231;6.8231;-4.55589
6.8232;6.8232;-4.55654
6.8233;6.8233;-4.55719
6.8234;6.8234;-4.55784
6.8235;6.8235;-4.55849
6.8236;6.8236;-4.55914
6.8237;6.8237;-4.55979
6.8238;6.8238;-4.56043
6.8239;6.8239;-4.56108
6.824;6.824;-4.56173
6.8241;6.8241;-4.56238
6.8242;6.8242;-4.56302
6.8243;6.8243;-4.56367
6.8244;6.8244;-4.56431
6.8245;6.8245;-4.56496
6.8246;6.8246;-4.5656
6.8247;6.8247;-4.56625
6.8248;6.8248;-4.56689
6.8249;6.8249;-4.56753
6.825;6.825;-4.56818
6.8251;6.8251;-4.56882
6.8252;6.8252;-4.56946
6.8253;6.8253;-4.5701
6.8254;6.8254;-4.57074
6.8255;6.8255;-4.57138
6.8256;6.8256;-4.57202
6.8257;6.8257;-4.57266
6.8258;6.8258;-4.5733
6.8259;6.8259;-4.57394
6.826;6.826;-4.57458
6.8261;6.8261;-4.57521
6.8262;6.8262;-4.57585
6.8263;6.8263;-4.57649
6.8264;6.8264;-4.57712
6.8265;6.8265;-4.57776
6.8266;6.8266;-4.5784
6.8267;6.8267;-4.57903
6.8268;6.8268;-4.57967
6.8269;6.8269;-4.5803
6.827;6.827;-4.58093
6.8271;6.8271;-4.58157
6.8272;6.8272;-4.5822
6.8273;6.8273;-4.58283
6.8274;6.8274;-4.58346
6.8275;6.8275;-4.58409
6.8276;6.8276;-4.58472
6.8277;6.8277;-4.58535
6.8278;6.8278;-4.58598
6.8279;6.8279;-4.58661
6.828;6.828;-4.58724
6.8281;6.8281;-4.58787
6.8282;6.8282;-4.5885
6.8283;6.8283;-4.58913
6.8284;6.8284;-4.58975
6.8285;6.8285;-4.59038
6.8286;6.8286;-4.59101
6.8287;6.8287;-4.59163
6.8288;6.8288;-4.59226
6.8289;6.8289;-4.59288
6.829;6.829;-4.59351
6.8291;6.8291;-4.59413
6.8292;6.8292;-4.59475
6.8293;6.8293;-4.59538
6.8294;6.8294;-4.596
6.8295;6.8295;-4.59662
6.8296;6.8296;-4.59724
6.8297;6.8297;-4.59786
6.8298;6.8298;-4.59848
6.8299;6.8299;-4.5991
6.83;6.83;-4.59972
6.8301;6.8301;-4.60034
6.8302;6.8302;-4.60096
6.8303;6.8303;-4.60158
6.8304;6.8304;-4.6022
6.8305;6.8305;-4.60282
6.8306;6.8306;-4.60343
6.8307;6.8307;-4.60405
6.8308;6.8308;-4.60467
6.8309;6.8309;-4.60528
6.831;6.831;-4.6059
6.8311;6.8311;-4.60651
6.8312;6.8312;-4.60713
6.8313;6.8313;-4.60774
6.8314;6.8314;-4.60835
6.8315;6.8315;-4.60897
6.8316;6.8316;-4.60958
6.8317;6.8317;-4.61019
6.8318;6.8318;-4.6108
6.8319;6.8319;-4.61141
6.832;6.832;-4.61202
6.8321;6.8321;-4.61263
6.8322;6.8322;-4.61324
6.8323;6.8323;-4.61385
6.8324;6.8324;-4.61446
6.8325;6.8325;-4.61507
6.8326;6.8326;-4.61568
6.8327;6.8327;-4.61628
6.8328;6.8328;-4.61689
6.8329;6.8329;-4.6175
6.833;6.833;-4.6181
6.8331;6.8331;-4.61871
6.8332;6.8332;-4.61931
6.8333;6.8333;-4.61992
6.8334;6.8334;-4.62052
6.8335;6.8335;-4.62113
6.8336;6.8336;-4.62173
6.8337;6.8337;-4.62233
6.8338;6.8338;-4.62293
6.8339;6.8339;-4.62354
6.834;6.834;-4.62414
6.8341;6.8341;-4.62474
6.8342;6.8342;-4.62534
6.8343;6.8343;-4.62594
6.8344;6.8344;-4.62654
6.8345;6.8345;-4.62714
6.8346;6.8346;-4.62774
6.8347;6.8347;-4.62833
6.8348;6.8348;-4.62893
6.8349;6.8349;-4.62953
6.835;6.835;-4.63012
6.8351;6.8351;-4.63072
6.8352;6.8352;-4.63132
6.8353;6.8353;-4.63191
6.8354;6.8354;-4.63251
6.8355;6.8355;-4.6331
6.8356;6.8356;-4.6337
6.8357;6.8357;-4.63429
6.8358;6.8358;-4.63488
6.8359;6.8359;-4.63547
6.836;6.836;-4.63607
6.8361;6.8361;-4.63666
6.8362;6.8362;-4.63725
6.8363;6.8363;-4.63784
6.8364;6.8364;-4.63843
6.8365;6.8365;-4.63902
6.8366;6.8366;-4.63961
6.8367;6.8367;-4.6402
6.8368;6.8368;-4.64079
6.8369;6.8369;-4.64137
6.837;6.837;-4.64196
6.8371;6.8371;-4.64255
6.8372;6.8372;-4.64314
6.8373;6.8373;-4.64372
6.8374;6.8374;-4.64431
6.8375;6.8375;-4.64489
6.8376;6.8376;-4.64548
6.8377;6.8377;-4.64606
6.8378;6.8378;-4.64664
6.8379;6.8379;-4.64723
6.838;6.838;-4.64781
6.8381;6.8381;-4.64839
6.8382;6.8382;-4.64897
6.8383;6.8383;-4.64956
6.8384;6.8384;-4.65014
6.8385;6.8385;-4.65072
6.8386;6.8386;-4.6513
6.8387;6.8387;-4.65188
6.8388;6.8388;-4.65246
6.8389;6.8389;-4.65303
6.839;6.839;-4.65361
6.8391;6.8391;-4.65419
6.8392;6.8392;-4.65477
6.8393;6.8393;-4.65534
6.8394;6.8394;-4.65592
6.8395;6.8395;-4.6565
6.8396;6.8396;-4.65707
6.8397;6.8397;-4.65765
6.8398;6.8398;-4.65822
6.8399;6.8399;-4.6588
6.84;6.84;-4.65937
6.8401;6.8401;-4.65994
6.8402;6.8402;-4.66051
6.8403;6.8403;-4.66109
6.8404;6.8404;-4.66166
6.8405;6.8405;-4.66223
6.8406;6.8406;-4.6628
6.8407;6.8407;-4.66337
6.8408;6.8408;-4.66394
6.8409;6.8409;-4.66451
6.841;6.841;-4.66508
6.8411;6.8411;-4.66565
6.8412;6.8412;-4.66621
6.8413;6.8413;-4.66678
6.8414;6.8414;-4.66735
6.8415;6.8415;-4.66792
6.8416;6.8416;-4.66848
6.8417;6.8417;-4.66905
6.8418;6.8418;-4.66961
6.8419;6.8419;-4.67018
6.842;6.842;-4.67074
6.8421;6.8421;-4.6713
6.8422;6.8422;-4.67187
6.8423;6.8423;-4.67243
6.8424;6.8424;-4.67299
6.8425;6.8425;-4.67356
6.8426;6.8426;-4.67412
6.8427;6.8427;-4.67468
6.8428;6.8428;-4.67524
6.8429;6.8429;-4.6758
6.843;6.843;-4.67636
6.8431;6.8431;-4.67692
6.8432;6.8432;-4.67747
6.8433;6.8433;-4.67803
6.8434;6.8434;-4.67859
6.8435;6.8435;-4.67915
6.8436;6.8436;-4.6797
6.8437;6.8437;-4.68026
6.8438;6.8438;-4.68082
6.8439;6.8439;-4.68137
6.844;6.844;-4.68193
6.8441;6.8441;-4.68248
6.8442;6.8442;-4.68304
6.8443;6.8443;-4.68359
6.8444;6.8444;-4.68414
6.8445;6.8445;-4.68469
6.8446;6.8446;-4.68525
6.8447;6.8447;-4.6858
6.8448;6.8448;-4.68635
6.8449;6.8449;-4.6869
6.845;6.845;-4.68745
6.8451;6.8451;-4.688
6.8452;6.8452;-4.68855
6.8453;6.8453;-4.6891
6.8454;6.8454;-4.68965
6.8455;6.8455;-4.69019
6.8456;6.8456;-4.69074
6.8457;6.8457;-4.69129
6.8458;6.8458;-4.69183
6.8459;6.8459;-4.69238
6.846;6.846;-4.69293
6.8461;6.8461;-4.69347
6.8462;6.8462;-4.69401
6.8463;6.8463;-4.69456
6.8464;6.8464;-4.6951
6.8465;6.8465;-4.69565
6.8466;6.8466;-4.69619
6.8467;6.8467;-4.69673
6.8468;6.8468;-4.69727
6.8469;6.8469;-4.69781
6.847;6.847;-4.69835
6.8471;6.8471;-4.69889
6.8472;6.8472;-4.69943
6.8473;6.8473;-4.69997
6.8474;6.8474;-4.70051
6.8475;6.8475;-4.70105
6.8476;6.8476;-4.70159
6.8477;6.8477;-4.70213
6.8478;6.8478;-4.70266
6.8479;6.8479;-4.7032
6.848;6.848;-4.70374
6.8481;6.8481;-4.70427
6.8482;6.8482;-4.70481
6.8483;6.8483;-4.70534
6.8484;6.8484;-4.70588
6.8485;6.8485;-4.70641
6.8486;6.8486;-4.70694
6.8487;6.8487;-4.70748
6.8488;6.8488;-4.70801
6.8489;6.8489;-4.70854
6.849;6.849;-4.70907
6.8491;6.8491;-4.7096
6.8492;6.8492;-4.71013
6.8493;6.8493;-4.71066
6.8494;6.8494;-4.71119
6.8495;6.8495;-4.71172
6.8496;6.8496;-4.71225
6.8497;6.8497;-4.71278
6.8498;6.8498;-4.71331
6.8499;6.8499;-4.71383
6.85;6.85;-4.71436
6.8501;6.8501;-4.71489
6.8502;6.8502;-4.71541
6.8503;6.8503;-4.71594
6.8504;6.8504;-4.71646
6.8505;6.8505;-4.71699
6.8506;6.8506;-4.71751
6.8507;6.8507;-4.71803
6.8508;6.8508;-4.71856
6.8509;6.8509;-4.71908
6.851;6.851;-4.7196
6.8511;6.8511;-4.72012
6.8512;6.8512;-4.72064
6.8513;6.8513;-4.72116
6.8514;6.8514;-4.72168
6.8515;6.8515;-4.7222
6.8516;6.8516;-4.72272
6.8517;6.8517;-4.72324
6.8518;6.8518;-4.72376
6.8519;6.8519;-4.72428
6.852;6.852;-4.72479
6.8521;6.8521;-4.72531
6.8522;6.8522;-4.72583
6.8523;6.8523;-4.72634
6.8524;6.8524;-4.72686
6.8525;6.8525;-4.72737
6.8526;6.8526;-4.72789
6.8527;6.8527;-4.7284
6.8528;6.8528;-4.72892
6.8529;6.8529;-4.72943
6.853;6.853;-4.72994
6.8531;6.8531;-4.73045
6.8532;6.8532;-4.73096
6.8533;6.8533;-4.73148
6.8534;6.8534;-4.73199
6.8535;6.8535;-4.7325
6.8536;6.8536;-4.73301
6.8537;6.8537;-4.73352
6.8538;6.8538;-4.73402
6.8539;6.8539;-4.73453
6.854;6.854;-4.73504
6.8541;6.8541;-4.73555
6.8542;6.8542;-4.73605
6.8543;6.8543;-4.73656
6.8544;6.8544;-4.73707
6.8545;6.8545;-4.73757
6.8546;6.8546;-4.73808
6.8547;6.8547;-4.73858
6.8548;6.8548;-4.73909
6.8549;6.8549;-4.73959
6.855;6.855;-4.74009
6.8551;6.8551;-4.74059
6.8552;6.8552;-4.7411
6.8553;6.8553;-4.7416
6.8554;6.8554;-4.7421
6.8555;6.8555;-4.7426
6.8556;6.8556;-4.7431
6.8557;6.8557;-4.7436
6.8558;6.8558;-4.7441
6.8559;6.8559;-4.7446
6.856;6.856;-4.7451
6.8561;6.8561;-4.74559
6.8562;6.8562;-4.74609
6.8563;6.8563;-4.74659
6.8564;6.8564;-4.74709
6.8565;6.8565;-4.74758
6.8566;6.8566;-4.74808
6.8567;6.8567;-4.74857
6.8568;6.8568;-4.74907
6.8569;6.8569;-4.74956
6.857;6.857;-4.75005
6.8571;6.8571;-4.75055
6.8572;6.8572;-4.75104
6.8573;6.8573;-4.75153
6.8574;6.8574;-4.75202
6.8575;6.8575;-4.75252
6.8576;6.8576;-4.75301
6.8577;6.8577;-4.7535
6.8578;6.8578;-4.75399
6.8579;6.8579;-4.75448
6.858;6.858;-4.75496
6.8581;6.8581;-4.75545
6.8582;6.8582;-4.75594
6.8583;6.8583;-4.75643
6.8584;6.8584;-4.75691
6.8585;6.8585;-4.7574
6.8586;6.8586;-4.75789
6.8587;6.8587;-4.75837
6.8588;6.8588;-4.75886
6.8589;6.8589;-4.75934
6.859;6.859;-4.75983
6.8591;6.8591;-4.76031
6.8592;6.8592;-4.76079
6.8593;6.8593;-4.76128
6.8594;6.8594;-4.76176
6.8595;6.8595;-4.76224
6.8596;6.8596;-4.76272
6.8597;6.8597;-4.7632
6.8598;6.8598;-4.76368
6.8599;6.8599;-4.76416
6.86;6.86;-4.76464
6.8601;6.8601;-4.76512
6.8602;6.8602;-4.7656
6.8603;6.8603;-4.76608
6.8604;6.8604;-4.76655
6.8605;6.8605;-4.76703
6.8606;6.8606;-4.76751
6.8607;6.8607;-4.76798
6.8608;6.8608;-4.76846
6.8609;6.8609;-4.76893
6.861;6.861;-4.76941
6.8611;6.8611;-4.76988
6.8612;6.8612;-4.77036
6.8613;6.8613;-4.77083
6.8614;6.8614;-4.7713
6.8615;6.8615;-4.77177
6.8616;6.8616;-4.77225
6.8617;6.8617;-4.77272
6.8618;6.8618;-4.77319
6.8619;6.8619;-4.77366
6.862;6.862;-4.77413
6.8621;6.8621;-4.7746
6.8622;6.8622;-4.77507
6.8623;6.8623;-4.77553
6.8624;6.8624;-4.776
6.8625;6.8625;-4.77647
6.8626;6.8626;-4.77694
6.8627;6.8627;-4.7774
6.8628;6.8628;-4.77787
6.8629;6.8629;-4.77834
6.863;6.863;-4.7788
6.8631;6.8631;-4.77926
6.8632;6.8632;-4.77973
6.8633;6.8633;-4.78019
6.8634;6.8634;-4.78066
6.8635;6.8635;-4.78112
6.8636;6.8636;-4.78158
6.8637;6.8637;-4.78204
6.8638;6.8638;-4.7825
6.8639;6.8639;-4.78296
6.864;6.864;-4.78342
6.8641;6.8641;-4.78388
6.8642;6.8642;-4.78434
6.8643;6.8643;-4.7848
6.8644;6.8644;-4.78526
6.8645;6.8645;-4.78572
6.8646;6.8646;-4.78618
6.8647;6.8647;-4.78663
6.8648;6.8648;-4.78709
6.8649;6.8649;-4.78755
6.865;6.865;-4.788
6.8651;6.8651;-4.78846
6.8652;6.8652;-4.78891
6.8653;6.8653;-4.78936
6.8654;6.8654;-4.78982
6.8655;6.8655;-4.79027
6.8656;6.8656;-4.79072
6.8657;6.8657;-4.79118
6.8658;6.8658;-4.79163
6.8659;6.8659;-4.79208
6.866;6.866;-4.79253
6.8661;6.8661;-4.79298
6.8662;6.8662;-4.79343
6.8663;6.8663;-4.79388
6.8664;6.8664;-4.79433
6.8665;6.8665;-4.79478
6.8666;6.8666;-4.79522
6.8667;6.8667;-4.79567
6.8668;6.8668;-4.79612
6.8669;6.8669;-4.79656
6.867;6.867;-4.79701
6.8671;6.8671;-4.79746
6.8672;6.8672;-4.7979
6.8673;6.8673;-4.79834
6.8674;6.8674;-4.79879
6.8675;6.8675;-4.79923
6.8676;6.8676;-4.79968
6.8677;6.8677;-4.80012
6.8678;6.8678;-4.80056
6.8679;6.8679;-4.801
6.868;6.868;-4.80144
6.8681;6.8681;-4.80188
6.8682;6.8682;-4.80232
6.8683;6.8683;-4.80276
6.8684;6.8684;-4.8032
6.8685;6.8685;-4.80364
6.8686;6.8686;-4.80408
6.8687;6.8687;-4.80452
6.8688;6.8688;-4.80495
6.8689;6.8689;-4.80539
6.869;6.869;-4.80583
6.8691;6.8691;-4.80626
6.8692;6.8692;-4.8067
6.8693;6.8693;-4.80713
6.8694;6.8694;-4.80757
6.8695;6.8695;-4.808
6.8696;6.8696;-4.80844
6.8697;6.8697;-4.80887
6.8698;6.8698;-4.8093
6.8699;6.8699;-4.80973
6.87;6.87;-4.81016
6.8701;6.8701;-4.8106
6.8702;6.8702;-4.81103
6.8703;6.8703;-4.81146
6.8704;6.8704;-4.81189
6.8705;6.8705;-4.81231
6.8706;6.8706;-4.81274
6.8707;6.8707;-4.81317
6.8708;6.8708;-4.8136
6.8709;6.8709;-4.81403
6.871;6.871;-4.81445
6.8711;6.8711;-4.81488
6.8712;6.8712;-4.81531
6.8713;6.8713;-4.81573
6.8714;6.8714;-4.81616
6.8715;6.8715;-4.81658
6.8716;6.8716;-4.817
6.8717;6.8717;-4.81743
6.8718;6.8718;-4.81785
6.8719;6.8719;-4.81827
6.872;6.872;-4.81869
6.8721;6.8721;-4.81912
6.8722;6.8722;-4.81954
6.8723;6.8723;-4.81996
6.8724;6.8724;-4.82038
6.8725;6.8725;-4.8208
6.8726;6.8726;-4.82122
6.8727;6.8727;-4.82163
6.8728;6.8728;-4.82205
6.8729;6.8729;-4.82247
6.873;6.873;-4.82289
6.8731;6.8731;-4.8233
6.8732;6.8732;-4.82372
6.8733;6.8733;-4.82413
6.8734;6.8734;-4.82455
6.8735;6.8735;-4.82496
6.8736;6.8736;-4.82538
6.8737;6.8737;-4.82579
6.8738;6.8738;-4.82621
6.8739;6.8739;-4.82662
6.874;6.874;-4.82703
6.8741;6.8741;-4.82744
6.8742;6.8742;-4.82785
6.8743;6.8743;-4.82826
6.8744;6.8744;-4.82868
6.8745;6.8745;-4.82909
6.8746;6.8746;-4.82949
6.8747;6.8747;-4.8299
6.8748;6.8748;-4.83031
6.8749;6.8749;-4.83072
6.875;6.875;-4.83113
6.8751;6.8751;-4.83153
6.8752;6.8752;-4.83194
6.8753;6.8753;-4.83235
6.8754;6.8754;-4.83275
6.8755;6.8755;-4.83316
6.8756;6.8756;-4.83356
6.8757;6.8757;-4.83397
6.8758;6.8758;-4.83437
6.8759;6.8759;-4.83477
6.876;6.876;-4.83518
6.8761;6.8761;-4.83558
6.8762;6.8762;-4.83598
6.8763;6.8763;-4.83638
6.8764;6.8764;-4.83678
6.8765;6.8765;-4.83718
6.8766;6.8766;-4.83758
6.8767;6.8767;-4.83798
6.8768;6.8768;-4.83838
6.8769;6.8769;-4.83878
6.877;6.877;-4.83917
6.8771;6.8771;-4.83957
6.8772;6.8772;-4.83997
6.8773;6.8773;-4.84037
6.8774;6.8774;-4.84076
6.8775;6.8775;-4.84116
6.8776;6.8776;-4.84155
6.8777;6.8777;-4.84195
6.8778;6.8778;-4.84234
6.8779;6.8779;-4.84273
6.878;6.878;-4.84313
6.8781;6.8781;-4.84352
6.8782;6.8782;-4.84391
6.8783;6.8783;-4.8443
6.8784;6.8784;-4.84469
6.8785;6.8785;-4.84508
6.8786;6.8786;-4.84547
6.8787;6.8787;-4.84586
6.8788;6.8788;-4.84625
6.8789;6.8789;-4.84664
6.879;6.879;-4.84703
6.8791;6.8791;-4.84742
6.8792;6.8792;-4.8478
6.8793;6.8793;-4.84819
6.8794;6.8794;-4.84858
6.8795;6.8795;-4.84896
6.8796;6.8796;-4.84935
6.8797;6.8797;-4.84973
6.8798;6.8798;-4.85012
6.8799;6.8799;-4.8505
6.88;6.88;-4.85088
6.8801;6.8801;-4.85127
6.8802;6.8802;-4.85165
6.8803;6.8803;-4.85203
6.8804;6.8804;-4.85241
6.8805;6.8805;-4.85279
6.8806;6.8806;-4.85317
6.8807;6.8807;-4.85355
6.8808;6.8808;-4.85393
6.8809;6.8809;-4.85431
6.881;6.881;-4.85469
6.8811;6.8811;-4.85507
6.8812;6.8812;-4.85544
6.8813;6.8813;-4.85582
6.8814;6.8814;-4.8562
6.8815;6.8815;-4.85657
6.8816;6.8816;-4.85695
6.8817;6.8817;-4.85732
6.8818;6.8818;-4.8577
6.8819;6.8819;-4.85807
6.882;6.882;-4.85845
6.8821;6.8821;-4.85882
6.8822;6.8822;-4.85919
6.8823;6.8823;-4.85956
6.8824;6.8824;-4.85994
6.8825;6.8825;-4.86031
6.8826;6.8826;-4.86068
6.8827;6.8827;-4.86105
6.8828;6.8828;-4.86142
6.8829;6.8829;-4.86179
6.883;6.883;-4.86216
6.8831;6.8831;-4.86252
6.8832;6.8832;-4.86289
6.8833;6.8833;-4.86326
6.8834;6.8834;-4.86363
6.8835;6.8835;-4.86399
6.8836;6.8836;-4.86436
6.8837;6.8837;-4.86472
6.8838;6.8838;-4.86509
6.8839;6.8839;-4.86545
6.884;6.884;-4.86582
6.8841;6.8841;-4.86618
6.8842;6.8842;-4.86654
6.8843;6.8843;-4.86691
6.8844;6.8844;-4.86727
6.8845;6.8845;-4.86763
6.8846;6.8846;-4.86799
6.8847;6.8847;-4.86835
6.8848;6.8848;-4.86871
6.8849;6.8849;-4.86907
6.885;6.885;-4.86943
6.8851;6.8851;-4.86979
6.8852;6.8852;-4.87015
6.8853;6.8853;-4.8705
6.8854;6.8854;-4.87086
6.8855;6.8855;-4.87122
6.8856;6.8856;-4.87157
6.8857;6.8857;-4.87193
6.8858;6.8858;-4.87228
6.8859;6.8859;-4.87264
6.886;6.886;-4.87299
6.8861;6.8861;-4.87335
6.8862;6.8862;-4.8737
6.8863;6.8863;-4.87405
6.8864;6.8864;-4.8744
6.8865;6.8865;-4.87476
6.8866;6.8866;-4.87511
6.8867;6.8867;-4.87546
6.8868;6.8868;-4.87581
6.8869;6.8869;-4.87616
6.887;6.887;-4.87651
6.8871;6.8871;-4.87686
6.8872;6.8872;-4.8772
6.8873;6.8873;-4.87755
6.8874;6.8874;-4.8779
6.8875;6.8875;-4.87825
6.8876;6.8876;-4.87859
6.8877;6.8877;-4.87894
6.8878;6.8878;-4.87928
6.8879;6.8879;-4.87963
6.888;6.888;-4.87997
6.8881;6.8881;-4.88032
6.8882;6.8882;-4.88066
6.8883;6.8883;-4.881
6.8884;6.8884;-4.88134
6.8885;6.8885;-4.88169
6.8886;6.8886;-4.88203
6.8887;6.8887;-4.88237
6.8888;6.8888;-4.88271
6.8889;6.8889;-4.88305
6.889;6.889;-4.88339
6.8891;6.8891;-4.88373
6.8892;6.8892;-4.88407
6.8893;6.8893;-4.88441
6.8894;6.8894;-4.88474
6.8895;6.8895;-4.88508
6.8896;6.8896;-4.88542
6.8897;6.8897;-4.88575
6.8898;6.8898;-4.88609
6.8899;6.8899;-4.88642
6.89;6.89;-4.88676
6.8901;6.8901;-4.88709
6.8902;6.8902;-4.88743
6.8903;6.8903;-4.88776
6.8904;6.8904;-4.88809
6.8905;6.8905;-4.88842
6.8906;6.8906;-4.88876
6.8907;6.8907;-4.88909
6.8908;6.8908;-4.88942
6.8909;6.8909;-4.88975
6.891;6.891;-4.89008
6.8911;6.8911;-4.89041
6.8912;6.8912;-4.89074
6.8913;6.8913;-4.89106
6.8914;6.8914;-4.89139
6.8915;6.8915;-4.89172
6.8916;6.8916;-4.89205
6.8917;6.8917;-4.89237
6.8918;6.8918;-4.8927
6.8919;6.8919;-4.89302
6.892;6.892;-4.89335
6.8921;6.8921;-4.89367
6.8922;6.8922;-4.894
6.8923;6.8923;-4.89432
6.8924;6.8924;-4.89464
